ACELERÔMETRO X (m/s²);ACELERÔMETRO Y (m/s²);ACELERÔMETRO Z (m/s²);GRAVIDADE X (m/s²);GRAVIDADE Y (m/s²);GRAVIDADE Z (m/s²);ACELERAÇÃO LINEAR X (m/s²);ACELERAÇÃO LINEAR Y (m/s²);ACELERAÇÃO LINEAR Z (m/s²);GIROSCÓPIO X (rad/s);GIROSCÓPIO Y (rad/s);GIROSCÓPIO Z (rad/s);LUZ (lux);PROXIMIDADE (m);NÍVEL DO SOM (dB);LOCALIZAÇÃO Latitude : ;LOCALIZAÇÃO Longitude : ;LOCALIZAÇÃO Altitude ( m);LOCALIZAÇÃO Altitude-google ( m);LOCALIZAÇÃO Velocidade ( Metros por segundo);LOCALIZAÇÃO Precisão ( m);LOCALIZAÇÃO ORIENTAÇÃO (°);Satélite dentro do Alcance;Tempo desde o início, em m/s ;YYYY-MO-DD HH-MI-SS_SSS
0.3156;0.0871;100.212;0.0107;-0.2946;98.022;-0.1386;0.6509;0.1145;-0.7141;0.0602;-0.4651;25566.1;5.0;66.651;-25.449.493;-4.923.358;923.52;NaN;1.37;4.400.701;39.9;14 / 18;581009;2023-06-30 10:46:05:355
-14.663;-0.0042;102.664;-10.336;-13.508;9.658;-0.3623;18.836;-12.587;-0.229;-0.2229;0.1501;25566.1;5.0;63.962;-25.449.488;-4.923.357;923.73;NaN;0.9;4.149.729;45.9;13 / 18;581509;2023-06-30 10:46:05:855
-0.4599;-0.8327;92.762;-12.015;-14.505;96.241;0.6476;0.5924;-0.942;0.3117;0.1354;0.3061;25566.1;5.0;66.763;-25.449.488;-4.923.357;923.73;NaN;0.9;4.149.729;45.9;13 / 18;582009;2023-06-30 10:46:06:355
-21.778;-16.843;91.178;-0.9019;-10.539;97.081;-21.457;-0.887;12.511;-0.1933;0.0879;0.7088;25566.1;5.0;65.558;-25.449.484;-49.233.562;924.17;NaN;1.04;3.804.577;38.9;13 / 18;582509;2023-06-30 10:46:06:855
14.029;-37.058;104.979;0.2894;-24.286;94.968;-0.1807;0.5917;23.388;0.0242;-0.2048;-10.429;25566.1;5.0;60.721;-25.449.484;-49.233.562;924.17;NaN;1.04;3.804.577;38.9;13 / 18;583009;2023-06-30 10:46:07:355
0.1326;-12.543;9.92;-0.1189;-19.248;96.152;-0.3555;0.9271;-0.9286;0.0077;0.0177;-0.4535;25566.1;5.0;60.632;-25.449.476;-49.233.555;924.11;NaN;1.16;3.790.092;40.7;dez/18;583508;2023-06-30 10:46:07:854
0.2294;-0.0644;87.618;0.701;-1.574;96.541;0.3639;15.575;-14.082;-0.5621;0.1418;-0.2442;25566.1;5.0;43.889;-25.449.476;-49.233.555;924.11;NaN;1.16;3.790.092;40.7;dez/18;584009;2023-06-30 10:46:08:355
0.1695;-2.197;84.162;0.6983;-28.906;93.449;0.5239;16.495;-13.391;-0.1975;0.5167;-0.7412;25566.1;5.0;56.393;-25.449.469;-49.233.547;924.02;NaN;1.01;3.790.092;35.2;dez/18;584509;2023-06-30 10:46:08:855
-15.412;-55.764;99.978;-0.334;-33.673;92.044;-13.426;-0.0013;27.736;-0.3423;0.053;-0.1374;25566.1;5.0;62.336;-25.449.469;-49.233.547;924.02;NaN;1.01;3.790.092;35.2;dez/18;585008;2023-06-30 10:46:09:354
-0.0042;-3.274;109.827;0.453;-26.111;94.418;-0.0483;0.6425;11.877;-0.5033;0.2261;-0.2308;25566.1;5.0;62.72;-2.544.946;-49.233.543;924.56;NaN;1.09;3.790.092;33.1;dez/18;585509;2023-06-30 10:46:09:855
-10.642;-20.859;110.962;-0.4841;-29.564;93.379;0.1065;0.9208;0.4725;0.1052;-0.0699;-0.202;25566.1;5.0;61.247;-2.544.946;-49.233.543;924.56;NaN;1.09;3.790.092;33.1;dez/18;586009;2023-06-30 10:46:10:355
12.873;-22.335;74.996;0.1399;-3.408;91.944;0.8497;0.5439;-22.208;-0.9329;-0.338;0.2092;25566.1;5.0;60.706;-25.449.448;-49.233.536;926.2;NaN;1.36;3.790.092;29.8;dez/18;586508;2023-06-30 10:46:10:854
-0.2988;-27.563;73.167;0.582;-45.971;86.428;-0.4238;0.7206;-22.764;0.1346;0.3561;-0.3281;25566.1;5.0;43.132;-25.449.448;-49.233.536;926.2;NaN;1.36;3.790.092;29.8;dez/18;587009;2023-06-30 10:46:11:355
0.3836;-66.537;11.692;0.912;-44.609;86.856;-0.9425;-0.6051;28.963;1.142;-0.2188;0.663;25566.1;5.0;44.209;-25.449.438;-4.923.353;926.52;NaN;1.18;3.790.092;25.9;dez/18;587509;2023-06-30 10:46:11:855
27.138;-10.378;113.737;16.313;-2.148;94.284;0.24;0.6017;0.3356;0.0482;-0.3776;0.1296;25566.1;5.0;43.064;-25.449.438;-4.923.353;926.52;NaN;1.18;3.790.092;25.9;dez/18;588009;2023-06-30 10:46:12:355
0.6031;34.932;83.743;0.4944;14.229;96.903;-0.5241;16.315;-21.545;-0.0238;-0.0836;-0.5984;25566.1;5.0;38.07;-25.449.429;-49.233.524;925.98;NaN;1.07;3.790.092;26.4;dez/18;588508;2023-06-30 10:46:12:854
0.0045;23.473;73.158;0.4422;38.817;89.949;-0.3297;-1.696;-0.2602;10.635;-0.6474;-0.0025;20566.9;5.0;39.402;-25.449.429;-49.233.524;925.98;NaN;1.07;3.790.092;26.4;dez/18;589009;2023-06-30 10:46:13:355
-0.6728;13.789;93.924;-0.4437;34.608;91.649;0.7434;-1.258;22.308;-0.2814;0.5246;-0.3447;23486.3;5.0;39.12;-2.544.942;-4.923.352;925.38;NaN;1.16;3.790.092;28.7;13 / 18;589509;2023-06-30 10:46:13:855
-10.597;43.373;85.141;-14.815;39.034;88.735;-17.159;19.834;20.662;-0.2165;0.0154;0.2834;23486.3;5.0;38.332;-2.544.942;-4.923.352;925.38;NaN;1.16;3.790.092;28.7;13 / 18;590009;2023-06-30 10:46:14:355
-10.606;42.774;101.682;-12.728;27.994;9.312;-0.2227;21.007;-0.332;-0.3438;-0.4201;-0.47;23486.3;5.0;49.123;-25.449.411;-49.233.513;924.89;NaN;1.24;3.790.092;30.9;13 / 18;590509;2023-06-30 10:46:14:855
-1.758;50.631;71.535;-0.551;45.436;86.731;-0.7341;0.5547;-25.036;0.9912;-0.0583;-0.1201;23486.3;5.0;45.01;-25.449.411;-49.233.513;924.89;NaN;1.24;3.790.092;30.9;13 / 18;591009;2023-06-30 10:46:15:355
0.0195;56.587;62.115;-0.4075;59.932;77.515;-0.7842;-17.653;-0.4483;0.0346;-0.3089;0.3273;19979.0;5.0;44.07;-25.449.402;-49.233.505;924.04;NaN;1.24;3.790.092;31.3;13 / 18;591509;2023-06-30 10:46:15:855
12.663;41.657;79.751;0.7399;53.529;81.835;-0.3982;0.6005;0.9255;-0.2166;0.3277;0.0739;19979.0;5.0;40.646;-25.449.402;-49.233.505;924.04;NaN;1.24;3.790.092;31.3;13 / 18;592009;2023-06-30 10:46:16:355
-0.1632;68.343;92.963;-0.6781;51.868;82.951;-13.496;18.264;0.5193;0.0273;-0.4377;-0.0499;19979.0;5.0;41.554;-25.449.394;-492.335;924.01;NaN;1.14;3.790.092;33.9;13 / 18;592509;2023-06-30 10:46:16:855
0.0674;60.345;78.449;-0.055;52.269;82.974;-0.3167;0.3272;-0.7286;0.1703;0.0993;0.1485;19979.0;5.0;56.176;-25.449.394;-492.335;924.01;NaN;1.14;3.790.092;33.9;13 / 18;593009;2023-06-30 10:46:17:355
0.0817;53.707;57.204;-0.119;54.755;81.348;0.8171;-0.1404;-15.003;-0.2218;0.323;-0.3494;19979.0;5.0;52.522;-25.449.387;-49.233.498;923.36;NaN;1.21;3.790.092;36.1;13 / 19;593509;2023-06-30 10:46:17:855
-0.1674;51.533;58.099;-0.0435;50.091;84.307;0.0903;-11.076;-0.2577;-0.3703;-0.2501;0.1197;19979.0;5.0;57.132;-25.449.387;-49.233.498;923.36;NaN;1.21;3.790.092;36.1;13 / 19;594009;2023-06-30 10:46:18:355
0.539;19.215;107.647;0.6546;35.243;91.281;0.1692;-0.1171;2.458;0.0272;0.4641;-0.1554;19979.0;5.0;56.86;-25.449.375;-49.233.486;922.56;NaN;1.22;3.790.092;36.3;13 / 19;594509;2023-06-30 10:46:18:855
-19.077;32.668;102.026;-0.7775;29.515;93.196;-0.6353;11.044;1.412;-0.6975;-0.2778;10.987;19979.0;5.0;54.608;-25.449.375;-49.233.486;922.56;NaN;1.22;3.790.092;36.3;13 / 19;595009;2023-06-30 10:46:19:355
-0.1168;37.025;94.544;0.2726;23.977;95.051;10.857;11.378;0.4968;0.0771;-0.1814;-0.8354;17271.2;5.0;61.989;-25.449.368;-4.923.348;922.5;NaN;1.14;3.790.092;37.3;13 / 19;595509;2023-06-30 10:46:19:855
-0.5998;3.28;74.359;0.1695;29.586;93.482;0.15;0.4065;-15.904;-0.0451;-0.2691;-0.9874;19803.1;5.0;64.029;-25.449.368;-4.923.348;922.5;NaN;1.14;3.790.092;37.3;13 / 19;596008;2023-06-30 10:46:20:354
0.495;3.445;7.405;0.0674;39.928;89.568;-0.5041;-12.459;-25.048;0.1696;0.336;0.3345;19803.1;5.0;65.331;-2.544.936;-4.923.347;922.35;NaN;1.31;3.790.092;43.3;13 / 19;596508;2023-06-30 10:46:20:854
-19.936;0.6929;87.773;-0.0434;30.179;93.307;-0.5112;-0.8991;0.0216;-14.239;0.3016;0.553;14.654.699;5.0;66.943;-2.544.936;-4.923.347;922.35;NaN;1.31;3.790.092;43.3;13 / 19;597009;2023-06-30 10:46:21:355
0.3096;-69.382;12.735;0.5565;-51.372;83.348;-0.6431;-0.4635;12.644;0.8892;-0.4213;0.8675;3118.2;5.0;60.832;-25.449.352;-49.233.463;922.33;NaN;1.22;3.790.092;43.9;14 / 19;597508;2023-06-30 10:46:21:854
26.063;19.101;112.956;21.061;0.178;95.762;-0.9772;0.1822;-0.918;15.087;-0.3163;0.0905;11940.2;5.0;66.134;-25.449.352;-49.233.463;922.33;NaN;1.22;3.790.092;43.9;14 / 19;598009;2023-06-30 10:46:22:355
0.5165;59.833;58.084;0.8914;52.013;82.658;-0.3781;-0.083;-1.284;0.6226;0.4674;-0.581;11940.2;5.0;47.409;-25.449.345;-49.233.456;922.09;NaN;1.09;3.790.092;45.9;14 / 19;598509;2023-06-30 10:46:22:855
0.4177;42.912;71.403;0.7901;55.525;80.446;-12.406;-16.895;0.8357;-0.2581;0.0498;0.1202;9.884.899;5.0;45.526;-25.449.345;-49.233.456;922.09;NaN;1.09;3.790.092;45.9;14 / 19;599009;2023-06-30 10:46:23:355
12.672;30.279;80.683;12.173;46.639;85.403;12.531;-0.4021;23.727;0.1646;-0.0795;-0.7382;3565.0;5.0;54.633;-25.449.335;-49.233.448;921.97;NaN;1.1;3.790.092;42.9;14 / 19;599510;2023-06-30 10:46:23:856
0.645;66.855;87.585;0.3933;53.392;82.164;-0.1901;0.78;-0.2013;0.2242;0.1111;-0.0035;2971.8;5.0;61.153;-25.449.335;-49.233.448;921.97;NaN;1.1;3.790.092;42.9;14 / 19;600008;2023-06-30 10:46:24:354
0.8237;63.699;77.823;0.9913;56.589;79.476;-0.1719;0.665;-0.5156;-0.0876;0.1301;0.0085;2971.8;5.0;64.943;-25.449.327;-4.923.344;921.65;NaN;1.09;3.790.092;50.8;14 / 19;600509;2023-06-30 10:46:24:855
-0.1057;53.991;65.852;10.587;56.768;79.262;-0.4436;0.1085;-0.3549;0.0615;0.1262;-0.2393;2971.8;5.0;57.283;-25.449.327;-4.923.344;921.65;NaN;1.09;3.790.092;50.8;14 / 19;601009;2023-06-30 10:46:25:355
-0.0925;38.726;92.256;0.6897;54.747;8.107;0.1868;-0.3566;0.3787;-0.3947;0.2763;0.1863;2971.8;5.0;67.816;-25.449.324;-49.233.433;921.35;NaN;1.11;3.790.092;56.4;14 / 19;601508;2023-06-30 10:46:25:854
0.6052;36.774;92.561;12.515;52.436;8.192;-0.4594;21.431;0.2041;-10.068;0.2551;0.0531;2971.8;5.0;68.35;-25.449.324;-49.233.433;921.35;NaN;1.11;3.790.092;56.4;14 / 19;602008;2023-06-30 10:46:26:354
-0.6393;41.786;104.979;-0.7764;26.803;94.013;11.746;13.996;-0.1048;0.1882;0.0607;0.1864;2971.8;5.0;66.039;-25.449.318;-4.923.342;920.79;NaN;1.04;3.790.092;59.9;14 / 19;602509;2023-06-30 10:46:26:855
-0.5944;26.165;80.832;-0.4204;20.028;95.908;-0.9217;-0.5681;-10.843;-0.0121;-0.0316;0.6569;3426.0;5.0;48.764;-25.449.318;-4.923.342;920.79;NaN;1.04;3.790.092;59.9;14 / 19;603010;2023-06-30 10:46:27:356
0.1925;24.979;88.351;0.6001;22.204;95.331;-1.826;-18.337;-0.5827;0.3297;0.2834;0.3005;3426.0;5.0;54.166;-25.449.314;-49.233.414;919.98;NaN;0.9;3.790.092;67.0;15 / 19;603508;2023-06-30 10:46:27:854
-12.088;3.639;119.268;-0.3077;22.985;95.285;-0.59;17.428;0.5487;-0.4357;0.032;0.3827;3426.0;5.0;64.641;-25.449.314;-49.233.414;919.98;NaN;0.9;3.790.092;67.0;15 / 19;604008;2023-06-30 10:46:28:354
16.774;30.102;95.666;0.108;18.032;96.388;16.946;0.7252;-0.2162;-0.4727;-0.1256;-0.6209;3426.0;5.0;64.915;-2.544.931;-49.233.402;919.97;NaN;1.12;3.790.092;68.2;15 / 19;604509;2023-06-30 10:46:28:855
-10.741;0.4623;77.275;0.3531;0.3074;97.955;-0.8606;-0.7327;-0.9268;-0.3927;0.1843;-0.0976;3426.0;5.0;65.787;-2.544.931;-49.233.402;919.97;NaN;1.12;3.790.092;68.2;15 / 19;605009;2023-06-30 10:46:29:355
-0.6836;15.741;84.521;0.9222;20.783;95.394;-1.181;-16.519;0.5466;-0.0823;0.363;0.325;3426.0;5.0;62.528;-25.449.308;-49.233.395;920.44;NaN;0.81;3.790.092;73.3;15 / 19;605509;2023-06-30 10:46:29:855
-0.7752;24.635;106.524;0.6587;13.788;96.869;0.3428;0.339;12.935;-0.1088;-0.1979;-0.4796;3977.7;5.0;60.35;-25.449.308;-49.233.395;920.44;NaN;0.81;3.790.092;73.3;15 / 19;606008;2023-06-30 10:46:30:354
0.9633;35.169;103.027;0.7026;35.217;91.255;0.3816;0.5477;-18.234;10.872;-0.1579;-0.212;3977.7;5.0;56.843;-25.449.308;-49.233.387;920.38;NaN;0.86;3.790.092;71.4;15 / 19;606509;2023-06-30 10:46:30:855
0.5297;43.164;7.137;0.7258;41.709;88.457;-0.5386;-10.509;-11.773;-0.175;-0.1699;-0.078;3977.7;5.0;54.261;-25.449.308;-49.233.387;920.38;NaN;0.86;3.790.092;71.4;15 / 19;607009;2023-06-30 10:46:31:355
-0.1012;36.318;86.333;17.497;41.098;87.303;-1.476;-15.678;0.2468;0.171;0.4248;0.1779;3977.7;5.0;61.223;-25.449.306;-4.923.338;919.5;NaN;0.91;3.790.092;78.0;15 / 19;607509;2023-06-30 10:46:31:855
0.0788;51.602;94.127;0.3192;4.212;88.503;0.9928;12.029;-1.028;-0.2173;0.1835;0.1473;3977.7;5.0;66.606;-25.449.306;-4.923.338;919.5;NaN;0.91;3.790.092;78.0;15 / 19;608009;2023-06-30 10:46:32:355
-10.058;45.424;82.725;0.6656;43.284;87.745;0.6046;0.4318;-0.9097;0.0595;-0.4196;-0.5338;3977.7;5.0;64.604;-25.449.303;-4.923.337;919.62;NaN;1.05;3.790.092;70.9;15 / 19;608510;2023-06-30 10:46:32:856
0.0144;47.963;63.866;0.6816;45.047;86.841;-0.0028;0.6459;-15.796;0.431;0.2783;-0.2132;3977.7;5.0;66.046;-25.449.303;-4.923.337;919.62;NaN;1.05;3.790.092;70.9;15 / 19;609009;2023-06-30 10:46:33:355
-1.543;22.724;112.653;-0.1855;40.011;89.514;0.6483;12.639;2.039;0.3502;0.1313;0.524;3977.7;5.0;62.549;-254.493;-49.233.364;919.39;NaN;1.05;3.790.092;70.1;15 / 19;609510;2023-06-30 10:46:33:856
-0.5081;52.671;95.984;0.4945;39.001;89.842;-0.6663;0.9698;-0.0235;-0.4542;-0.0413;0.0675;3977.7;5.0;55.53;-254.493;-49.233.364;919.39;NaN;1.05;3.790.092;70.1;15 / 19;610009;2023-06-30 10:46:34:355
-10.902;41.109;82.994;-11.683;33.442;91.445;0.7645;0.4161;-12.127;-0.2824;0.4194;-0.2321;4936.3;5.0;66.14;-25.449.297;-49.233.356;918.83;NaN;1.0;3.790.092;65.1;15 / 19;610509;2023-06-30 10:46:34:855
-1.201;-0.4129;88.049;-18.305;0.5051;96.211;-0.4414;-12.198;-0.6138;0.0064;-0.4196;0.7555;15215.9;5.0;64.356;-25.449.297;-49.233.356;918.83;NaN;1.0;3.790.092;65.1;15 / 19;611009;2023-06-30 10:46:35:355
10.223;-21.131;83.366;12.331;-11.179;96.644;0.1336;-19.225;0.9196;-0.4277;0.2222;-0.1502;20431.1;5.0;64.211;-25.449.291;-4.923.335;918.78;NaN;0.95;3.790.092;63.0;15 / 19;611509;2023-06-30 10:46:35:855
12.753;-13.004;107.982;0.3838;-25.985;94.483;14.502;15.553;1.388;0.0728;-0.175;-0.2004;23207.9;5.0;64.717;-25.449.291;-4.923.335;918.78;NaN;0.95;3.790.092;63.0;15 / 19;612008;2023-06-30 10:46:36:354
27.539;-17.816;104.988;15.794;-23.573;93.872;-0.0446;10.047;0.1889;-0.1129;-0.0824;-0.035;23207.9;5.0;64.865;-25.449.287;-4.923.334;919.75;NaN;0.96;3.790.092;52.7;15 / 19;612509;2023-06-30 10:46:36:855
0.1922;-2.088;80.797;0.9918;-25.376;94.206;-0.7943;11.215;-0.8502;-0.2272;0.3886;0.0718;26499.2;5.0;61.172;-25.449.287;-4.923.334;919.75;NaN;0.96;3.790.092;52.7;15 / 19;613009;2023-06-30 10:46:37:355
-11.109;-31.078;86.267;0.5604;-2.689;94.141;-10.073;-16.162;10.493;0.0979;-0.0056;0.4324;26499.2;5.0;56.177;-2.544.928;-49.233.334;919.57;NaN;1.06;3.790.092;44.4;15 / 19;613509;2023-06-30 10:46:37:855
2.989;-53.234;102.616;13.266;-27.918;93.068;-0.3151;-0.8028;27.415;0.3455;0.1025;-0.6208;26499.2;5.0;38.407;-2.544.928;-49.233.334;919.57;NaN;1.06;3.790.092;44.4;15 / 19;614009;2023-06-30 10:46:38:355
-0.1563;-10.516;129.347;0.3677;-15.871;96.704;-11.445;0.8284;0.6691;0.5611;0.1449;-0.4324;26499.2;5.0;35.92;-25.449.274;-49.233.322;918.98;NaN;1.13;3.790.092;41.7;15 / 19;614509;2023-06-30 10:46:38:855
-0.6342;-0.3926;97.601;10.033;-13.335;96.636;-11.246;14.485;-14.947;-0.4151;-0.1822;0.0374;26499.2;5.0;35.578;-25.449.274;-49.233.322;918.98;NaN;1.13;3.790.092;41.7;15 / 19;615009;2023-06-30 10:46:39:355
14.373;-20.508;85.552;0.7099;-19.454;95.855;0.2132;15.137;-13.215;-0.2925;0.0198;12.571;26499.2;5.0;33.902;-25.449.268;-49.233.315;918.56;NaN;0.98;3.790.092;41.4;15 / 19;615509;2023-06-30 10:46:39:855
-11.801;-31.228;8.733;0.8132;-25.151;94.437;-0.8677;-0.78;12.375;-0.1679;0.1949;0.2192;26499.2;5.0;35.032;-25.449.268;-49.233.315;918.56;NaN;0.98;3.790.092;41.4;15 / 19;616009;2023-06-30 10:46:40:355
0.4018;-0.9615;112.234;10.029;-22.593;9.49;0.7497;0.3212;14.332;0.0485;-0.1585;-0.888;26499.2;5.0;37.769;-2.544.926;-4.923.331;918.47;NaN;0.97;3.790.092;35.5;15 / 19;616509;2023-06-30 10:46:40:855
-36.058;-34.809;109.258;-0.5471;-26.094;94.373;-1.376;13.861;0.1708;-10.208;-0.5007;-0.2643;30053.2;5.0;48.83;-2.544.926;-4.923.331;918.47;NaN;0.97;3.790.092;35.5;15 / 19;617008;2023-06-30 10:46:41:354
26.356;-24.434;81.105;-0.0946;-37.488;90.613;25.694;0.8498;-26.532;-0.3326;-0.4847;12.815;30053.2;5.0;36.274;-25.449.251;-49.233.303;918.56;NaN;1.12;3.790.092;33.1;15 / 19;617509;2023-06-30 10:46:41:855
-10.546;-31.833;80.084;0.2859;-39.792;89.585;-0.4694;0.9093;-0.339;0.2277;0.6408;-0.2427;30053.2;5.0;64.15;-25.449.251;-49.233.303;918.56;NaN;1.12;3.790.092;33.1;15 / 19;618009;2023-06-30 10:46:42:355
-0.4548;-45.541;6.805;-0.2533;-35.203;91.495;-11.131;-11.973;-1.739;-0.0984;-0.1015;0.8244;30053.2;5.0;62.011;-25.449.244;-492.333;918.89;NaN;1.06;3.790.092;32.3;15 / 19;618509;2023-06-30 10:46:42:855
-0.2812;-22.946;114.154;0.1018;-39.688;89.671;10.346;12.637;24.855;0.1803;-0.2943;-0.7362;30053.2;5.0;59.37;-25.449.244;-492.333;918.89;NaN;1.06;3.790.092;32.3;15 / 19;619009;2023-06-30 10:46:43:355
0.4677;-27.731;98.855;0.1694;-33.176;92.269;11.204;10.454;0.1804;-0.0306;-0.4894;0.5862;30053.2;5.0;43.343;-25.449.236;-49.233.295;918.26;NaN;1.09;3.790.092;33.4;15 / 19;619509;2023-06-30 10:46:43:855
13.936;-3.416;92.801;0.1333;-40.617;8.925;0.7294;10.334;-0.6417;-0.0198;0.1774;-0.4518;30053.2;5.0;50.929;-25.449.236;-49.233.295;918.26;NaN;1.09;3.790.092;33.4;15 / 19;620009;2023-06-30 10:46:44:355
0.0063;-37.974;86.156;0.5751;-38.829;89.868;-11.545;-14.929;-21.041;0.3107;0.18;0.4169;30053.2;5.0;53.861;-25.449.228;-49.233.288;918.0;NaN;1.17;3.790.092;29.5;14 / 19;620509;2023-06-30 10:46:44:855
-13.549;-36.474;90.447;0.4591;-30.711;93.021;0.0625;-0.9582;2.329;0.2477;0.1193;0.1388;30053.2;5.0;61.569;-25.449.228;-49.233.288;918.0;NaN;1.17;3.790.092;29.5;14 / 19;621008;2023-06-30 10:46:45:354
0.7243;-2.482;107.033;0.5143;-32.538;92.368;0.8748;0.4163;0.7885;0.2188;-0.2587;-0.8778;30053.2;5.0;63.866;-2.544.922;-49.233.284;917.91;NaN;1.13;3.790.092;25.1;14 / 19;621509;2023-06-30 10:46:45:855
0.1084;-24.311;85.069;-0.0882;-25.778;94.614;-0.3796;0.7353;-12.067;-0.1792;-0.0916;0.935;30053.2;5.0;64.688;-2.544.922;-49.233.284;917.91;NaN;1.13;3.790.092;25.1;14 / 19;622009;2023-06-30 10:46:46:355
32.986;-30.366;90.714;-0.4457;-38.605;90.038;30.064;0.0251;-0.1214;-10.243;0.3786;0.9196;30053.2;5.0;59.517;-25.449.215;-4.923.328;917.71;NaN;1.12;3.790.092;24.8;14 / 19;622509;2023-06-30 10:46:46:855
0.2614;-42.184;125.394;-0.4204;-0.5105;97.843;-0.741;10.933;0.6214;-0.7788;-0.0831;-0.5711;30053.2;5.0;61.794;-25.449.215;-4.923.328;917.71;NaN;1.12;3.790.092;24.8;14 / 19;623009;2023-06-30 10:46:47:355
-0.1476;-34.169;100.329;-0.2955;-35.545;9.135;11.908;13.082;0.2865;-0.478;-0.5473;0.5248;30053.2;5.0;63.936;-25.449.205;-49.233.273;917.44;NaN;1.12;3.790.092;24.3;14 / 19;623509;2023-06-30 10:46:47:855
0.5007;-3.946;92.696;-0.3077;-44.925;87.116;0.5448;0.8273;0.2716;-0.2169;0.0173;-0.8558;30053.2;5.0;56.831;-25.449.205;-49.233.273;917.44;NaN;1.12;3.790.092;24.3;14 / 19;624008;2023-06-30 10:46:48:354
-0.845;-27.575;77.069;0.0923;-47.212;85.949;-11.033;0.1871;-0.7913;0.104;0.3426;-0.2975;30053.2;5.0;61.682;-254.492;-4.923.327;917.2;NaN;1.15;3.790.092;20.9;14 / 19;624509;2023-06-30 10:46:48:855
-13.034;-53.015;76.266;-0.4305;-42.173;88.431;-10.691;-0.3106;-0.9952;-0.4236;-0.2325;0.3699;30053.2;5.0;62.346;-254.492;-4.923.327;917.2;NaN;1.15;3.790.092;20.9;14 / 19;625009;2023-06-30 10:46:49:355
-0.3716;-24.284;100.757;0.2816;-39.173;89.859;0.512;-0.0115;0.9878;0.0756;0.0858;-0.2205;30053.2;5.0;56.355;-2.544.919;-49.233.265;916.9;NaN;1.23;3.790.092;14.7;14 / 19;625509;2023-06-30 10:46:49:855
-0.9025;-28.728;136.527;-0.045;-31.142;92.989;0.2531;11.877;0.8117;32.223;-0.5771;0.3389;30053.2;5.0;57.756;-2.544.919;-49.233.265;916.9;NaN;1.23;3.790.092;14.7;14 / 19;626009;2023-06-30 10:46:50:355
0.0473;62.456;71.068;0.498;58.397;78.626;-0.1301;0.3863;-0.3936;0.0755;-11.164;-0.0352;24250.1;5.0;65.956;-2.544.918;-49.233.265;917.96;NaN;1.25;3.790.092;11.8;15 / 19;626509;2023-06-30 10:46:50:855
0.0901;49.065;85.665;12.248;51.778;82.378;-0.4457;-14.901;0.5176;0.1497;0.2233;-0.2068;24250.1;5.0;65.551;-2.544.918;-49.233.265;917.96;NaN;1.25;3.790.092;11.8;15 / 19;627008;2023-06-30 10:46:51:354
0.265;68.957;75.404;-0.327;56.614;80.008;-0.3395;11.846;0.5727;-0.027;0.216;-0.1288;24250.1;5.0;52.123;-25.449.171;-4.923.326;917.59;NaN;0.87;3.790.092;8.5;15 / 19;627509;2023-06-30 10:46:51:855
-0.7351;61.031;79.919;0.2824;54.172;81.697;-10.146;0.1439;0.1218;0.5405;-0.0238;0.1483;24250.1;5.0;50.363;-25.449.171;-4.923.326;917.59;NaN;0.87;3.790.092;8.5;15 / 19;628009;2023-06-30 10:46:52:355
-0.8055;5.497;74.781;-0.0349;53.508;82.182;-0.3207;-0.448;-0.7484;0.0933;0.0501;-0.1832;24250.1;5.0;64.124;-25.449.163;-4.923.326;917.13;NaN;1.05;3.790.092;7.4;15 / 19;628509;2023-06-30 10:46:52:855
-10.034;58.408;91.343;-0.5425;6.017;77.248;0.1087;19.583;-0.6261;0.0064;0.0282;-0.1024;24250.1;5.0;63.458;-25.449.163;-4.923.326;917.13;NaN;1.05;3.790.092;7.4;15 / 19;629009;2023-06-30 10:46:53:355
-0.8702;61.255;83.309;-0.6879;57.061;79.459;-0.3702;0.4991;-0.507;0.3443;-0.3333;-0.2164;24250.1;5.0;63.131;-25.449.154;-49.233.257;916.77;NaN;0.94;3.790.092;2.6;15 / 19;629509;2023-06-30 10:46:53:855
-0.6962;66.322;67.729;-0.957;61.483;75.798;0.3499;0.2957;-0.5932;0.0862;0.0463;-0.034;20954.4;5.0;64.274;-25.449.154;-49.233.257;916.77;NaN;0.94;3.790.092;2.6;15 / 19;630012;2023-06-30 10:46:54:358
-16.933;55.581;7.909;-0.95;56.736;79.422;0.1507;-0.543;0.0733;-0.3571;-0.3618;-0.2091;20954.4;5.0;63.249;-25.449.148;-49.233.257;916.72;NaN;0.67;3.790.092;2.7;15 / 19;630509;2023-06-30 10:46:54:855
-0.2276;4.446;95.672;-0.0047;56.271;80.315;0.1957;-0.3221;0.8014;-0.1621;-0.3057;-0.0929;20954.4;5.0;63.565;-25.449.148;-49.233.257;916.72;NaN;0.67;3.790.092;2.7;15 / 19;631008;2023-06-30 10:46:55:354
-0.9789;67.594;71.131;-0.6811;5.925;77.847;0.7636;0.909;-0.806;-0.0352;0.0623;0.0723;20954.4;5.0;56.576;-2.544.914;-49.233.257;916.56;NaN;0.66;3.790.092;2.8;15 / 19;631509;2023-06-30 10:46:55:855
-0.8863;66.507;67.304;-0.5814;58.265;78.666;-0.1401;0.3438;-0.4386;0.1916;-0.3151;-0.0415;20954.4;5.0;43.909;-2.544.914;-49.233.257;916.56;NaN;0.66;3.790.092;2.8;15 / 19;632008;2023-06-30 10:46:56:354
